1.000000000000000000e+00,3.630251075369557157e-01,3.585164363341541982e-01,3.537717523671918829e-01,3.592052329270918887e-01,3.575792577267870587e-01,3.509882614065833462e-01,3.400791346209808830e-01,3.572419894130436369e-01,3.551418275004820657e-01,3.560511378964498208e-01,3.585870397179639624e-01,3.605384061082279601e-01,3.470385449504311826e-01,3.583348772468853971e-01,3.626809824245311176e-01,3.635235595759629401e-01,3.537501814527527211e-01,3.578873221728804954e-01,3.528570857270436067e-01,3.694064126084176669e-01,3.471246984943332503e-01,3.523084187821735602e-01,3.443659070572188119e-01,3.531727148891912749e-01,3.506128408346710912e-01,3.591260593800527645e-01,3.493400337245447518e-01
3.630251075369552161e-01,1.000000000000000000e+00,3.698414440156197469e-01,3.707629578489284872e-01,3.699001282866641316e-01,3.907973484528579067e-01,3.649993096498304612e-01,3.900149037454818113e-01,3.656311781386864523e-01,3.745968362118673456e-01,3.623628743915637829e-01,3.577816419004893889e-01,3.791962592263191656e-01,3.726733130771188729e-01,3.832753422071321081e-01,3.620200645569230380e-01,3.763231006621945429e-01,3.664780253568084012e-01,3.642448872768547230e-01,3.737784290230999340e-01,3.593053746054742925e-01,3.576960849015020649e-01,3.587428094826548008e-01,3.615285702098021137e-01,3.644667196627344175e-01,3.559970072305340683e-01,3.661598785798618194e-01,3.792466737275215216e-01
3.585164363341538651e-01,3.698414440156196914e-01,1.000000000000000000e+00,3.646915457589915421e-01,3.728377639214696115e-01,3.731467184391337177e-01,3.602855838760147256e-01,3.668408278220765539e-01,3.677812592362397215e-01,3.605758195123396348e-01,3.715597651186031691e-01,3.712242422512742612e-01,3.694897207432562558e-01,3.543811535772362631e-01,3.693856652888982683e-01,3.601818745834781677e-01,3.713587252807619143e-01,3.524417150679076127e-01,3.611373075746511785e-01,3.583495668442442383e-01,3.685966872100432390e-01,3.648435746008288350e-01,3.598845709936323578e-01,3.554603553662227244e-01,3.753952787649966205e-01,3.466612439210100538e-01,3.645890117381964668e-01,3.703259313067372438e-01
3.537717523671916608e-01,3.707629578489283761e-01,3.646915457589916532e-01,1.000000000000000000e+00,3.625314797278560985e-01,3.681298870712457205e-01,3.470120388859277982e-01,3.581733922474690801e-01,3.593501543040267809e-01,3.565500899282122993e-01,3.533795148024359012e-01,3.618635609080213533e-01,3.647705148603593295e-01,3.507737765600332236e-01,3.494141918263963253e-01,3.327533290232369545e-01,3.670896801140823285e-01,3.429311435847753886e-01,3.583406956308826108e-01,3.441803742575864078e-01,3.628551123997825756e-01,3.431504416158239201e-01,3.586922387017799085e-01,3.558606285483540965e-01,3.539096559068686809e-01,3.446005894249563606e-01,3.461727150108797058e-01,3.467099868755831871e-01
3.592052329270915556e-01,3.699001282866640761e-01,3.728377639214698336e-01,3.625314797278559320e-01,1.000000000000000000e+00,3.599688011054491543e-01,3.533254899316025655e-01,3.625116543609028796e-01,3.720916064157540060e-01,3.679168340051883757e-01,3.724450908464886911e-01,3.582666343893640692e-01,3.696826170001575318e-01,3.659266223370302162e-01,3.645542938579807712e-01,3.606223401583947830e-01,3.735720493656254360e-01,3.592750770613827305e-01,3.602453273558255398e-01,3.477579522978387905e-01,3.730849922551759956e-01,3.600349226044290973e-01,3.657383526980761967e-01,3.417600053842521635e-01,3.509531585398267817e-01,3.443644793270853044e-01,3.736004438247905179e-01,3.604123261560934766e-01
3.575792577267873362e-01,3.907973484528574071e-01,3.731467184391342173e-01,3.681298870712452764e-01,3.599688011054493764e-01,1.000000000000000000e+00,3.636459151525059941e-01,3.559170352310212504e-01,3.625148120565768184e-01,3.669596400879509002e-01,3.588720857188567037e-01,3.610114001005857443e-01,3.674769251128444658e-01,3.582678076563764469e-01,3.625162086518144977e-01,3.533014889950916726e-01,3.729982393732703128e-01,3.566662339413044225e-01,3.646994743452680598e-01,3.454329359328152105e-01,3.622170127989458033e-01,3.551900824038933258e-01,3.730927577950562402e-01,3.576332809598952167e-01,3.683421725886120157e-01,3.558108325530148774e-01,3.714699221555247122e-01,3.594867955265961257e-01
3.509882614065830131e-01,3.649993096498302947e-01,3.602855838760143370e-01,3.470120388859275762e-01,3.533254899316020659e-01,3.636459151525062161e-01,1.000000000000000000e+00,3.595810900462463877e-01,3.718716217555416148e-01,3.426189860642059326e-01,3.529510359772274342e-01,3.567268167164520665e-01,3.613742743585089401e-01,3.372528052345920013e-01,3.588974307978612388e-01,3.549154956555415352e-01,3.657030151892286529e-01,3.525032048212324298e-01,3.483699082887048437e-01,3.526065024778967105e-01,3.612946172793753408e-01,3.497643250340621290e-01,3.558312608787789211e-01,3.371563307415498811e-01,3.533262278632847142e-01,3.356566849212701542e-01,3.609318483013499446e-01,3.567968840598134683e-01
3.400791346209807164e-01,3.900149037454807011e-01,3.668408278220761654e-01,3.581733922474689691e-01,3.625116543609036568e-01,3.559170352310223051e-01,3.595810900462456106e-01,1.000000000000000000e+00,3.694491618005987243e-01,3.607544588402624708e-01,3.602996056515040957e-01,3.558637481578237893e-01,3.732132308985874891e-01,3.625743454786709008e-01,3.621918864011440808e-01,3.563383035059314863e-01,3.500701360185216604e-01,3.600523271932160596e-01,3.638012579485268017e-01,3.476524259489433000e-01,3.676692899719134489e-01,3.508375495936242872e-01,3.647117702578908105e-01,3.606567789189608630e-01,3.597550955962012242e-01,3.514887990916076843e-01,3.653718159515393360e-01,3.500069595923958610e-01
3.572419894130430262e-01,3.656311781386867854e-01,3.677812592362400546e-01,3.593501543040272250e-01,3.720916064157544501e-01,3.625148120565767074e-01,3.718716217555411152e-01,3.694491618005992239e-01,1.000000000000000000e+00,3.609134967295417606e-01,3.408290641891159600e-01,3.672367802229250522e-01,3.776672226401743271e-01,3.663509073928327697e-01,3.597256246582294370e-01,3.500888951515739311e-01,3.762650036587976143e-01,3.490916761985743966e-01,3.766330812070941558e-01,3.558008337698168599e-01,3.584267586438016351e-01,3.487890976667828435e-01,3.615883876517624884e-01,3.435383821312988917e-01,3.520796876740673320e-01,3.572510418872418825e-01,3.554915584957204500e-01,3.530555955588890460e-01
3.551418275004823988e-01,3.745968362118669015e-01,3.605758195123400789e-01,3.565500899282122438e-01,3.679168340051876540e-01,3.669596400879505116e-01,3.426189860642054330e-01,3.607544588402628039e-01,3.609134967295414276e-01,1.000000000000000000e+00,3.696158898635445444e-01,3.605211492169154708e-01,3.566807737068319328e-01,3.425445702232641776e-01,3.510526759953418452e-01,3.597065410583863976e-01,3.532871995782578822e-01,3.557133519919142284e-01,3.607499775424433119e-01,3.485479232448103759e-01,3.566596673138865969e-01,3.477277057696958606e-01,3.673419701914659719e-01,3.529250975177491423e-01,3.547168267681019005e-01,3.534796092712418347e-01,3.728931956067931819e-01,3.529826266937077794e-01
